# time [Myr]	|Phi_pert| / |Phi_total|
1330.65	0
1330.66	0
1330.67	0
1330.68	0
1330.69	0
1330.7	0
1330.71	0
1330.72	0
1330.73	0
1330.74	0
1330.75	0
1330.76	0
1330.77	0
1330.78	0
1330.79	0
1330.8	0
1330.81	0
1330.82	0
1330.83	0
1330.84	0
1330.85	0
1330.86	0
1330.87	0
1330.88	0
1330.89	0
1330.9	0
1330.91	0
1330.92	0
1330.93	0
1330.94	0
1330.95	0
1330.96	0
1330.97	0
1330.98	0
1330.99	0
1331	0
1331.01	0
1331.02	0
1331.03	0
1331.04	0
1331.05	0
1331.06	0
1331.07	0
1331.08	0
1331.09	0
1331.1	0
1331.11	0
1331.12	0
1331.13	0
1331.14	0
1331.15	0
1331.16	0
1331.17	0
1331.18	0
1331.19	0
1331.2	0
1331.21	0
1331.22	0
1331.23	0
1331.24	0
1331.25	0
1331.26	0
1331.27	0
1331.28	0
1331.29	0
1331.3	0
1331.31	0
1331.32	0
1331.33	0
1331.34	0
1331.35	0
1331.36	0
1331.37	0
1331.38	0
1331.39	0
1331.4	0
1331.41	0
1331.42	0
1331.43	0
1331.44	0
1331.45	0
1331.46	0
1331.47	0
1331.48	0
1331.49	0
1331.5	0
1331.51	0
1331.52	0
1331.53	0
1331.54	0
1331.55	0
1331.56	0
1331.57	0
1331.58	0
1331.59	0
1331.6	0
1331.61	0
1331.62	0
1331.63	0
1331.64	0
1331.65	0
1331.66	0
1331.67	0
1331.68	0
1331.69	0
1331.7	0
1331.71	0
1331.72	0
1331.73	0
1331.74	0
1331.75	0
1331.76	0
1331.77	0
1331.78	0
1331.79	0
1331.8	0
1331.81	0
1331.82	0
1331.83	0
1331.84	0
1331.85	0
1331.86	0
1331.87	0
1331.88	0
1331.89	0
1331.9	0
1331.91	0
1331.92	0
1331.93	0
1331.94	0
1331.95	0
1331.96	0
1331.97	0
1331.98	0
1331.99	0
1332	0
1332.01	0
1332.02	0
1332.03	0
1332.04	0
1332.05	0
1332.06	0
1332.07	0
1332.08	0
1332.09	0
1332.1	0
1332.11	0
1332.12	0
1332.13	0
1332.14	0
1332.15	0
1332.16	0
1332.17	0
1332.18	0
1332.19	0
1332.2	0
1332.21	0
1332.22	0
1332.23	0
1332.24	0
1332.25	0
1332.26	0
1332.27	0
1332.28	0
1332.29	0
1332.3	0
1332.31	0
1332.32	0
1332.33	0
1332.34	0
1332.35	0
1332.36	0
1332.37	0
1332.38	0
1332.39	0
1332.4	0
1332.41	0
1332.42	0
1332.43	0
1332.44	0
1332.45	0
1332.46	0
1332.47	0
1332.48	0
1332.49	0
1332.5	0
1332.51	0
1332.52	0
1332.53	0
1332.54	0
1332.55	0
1332.56	0
1332.57	0
1332.58	0
1332.59	0
1332.6	0
1332.61	0
1332.62	0
1332.63	0
1332.64	0
1332.65	0
1332.66	0
1332.67	0
1332.68	0
1332.69	0
1332.7	0
1332.71	0
1332.72	0
1332.73	0
1332.74	0
1332.75	0
1332.76	0
1332.77	0
1332.78	0
1332.79	0
1332.8	0
1332.81	0
1332.82	0
1332.83	0
1332.84	0
1332.85	0
1332.86	0
1332.87	0
1332.88	0
1332.89	0
1332.9	0
1332.91	0
1332.92	0
1332.93	0
1332.94	0
1332.95	0
1332.96	0
1332.97	0
1332.98	0
1332.99	0
1333	0
1333.01	0
1333.02	0
1333.03	0
1333.04	0
1333.05	0
1333.06	0
1333.07	0
1333.08	0
1333.09	0
1333.1	0
1333.11	0
1333.12	0
1333.13	0
1333.14	0
1333.15	0
1333.16	0
1333.17	0
1333.18	0
1333.19	0
1333.2	0
1333.21	0
1333.22	0
1333.23	0
1333.24	0
1333.25	0
1333.26	0
1333.27	0
1333.28	0
1333.29	0
1333.3	0
1333.31	0
1333.32	0
1333.33	0
1333.34	0
1333.35	0
1333.36	0
1333.37	0
1333.38	0
1333.39	0
1333.4	0
1333.41	0
1333.42	0
1333.43	0
1333.44	0
1333.45	0
1333.46	0
1333.47	0
1333.48	0
1333.49	0
1333.5	0
1333.51	0
1333.52	0
1333.53	0
1333.54	0
1333.55	0
1333.56	0
1333.57	0
1333.58	0
1333.59	0
1333.6	0
1333.61	0
1333.62	0
1333.63	0
1333.64	0
1333.65	0
1333.66	0
1333.67	0
1333.68	0
1333.69	0
1333.7	0
1333.71	0
1333.72	0
1333.73	0
1333.74	0
1333.75	0
1333.76	0
1333.77	0
1333.78	0
1333.79	0
1333.8	0
1333.81	0
1333.82	0
1333.83	0
1333.84	0
1333.85	0
1333.86	0
1333.87	0
1333.88	0
1333.89	0
1333.9	0
1333.91	0
1333.92	0
1333.93	0
1333.94	0
1333.95	0
1333.96	0
1333.97	0
1333.98	0
1333.99	0
1334	0
1334.01	0
1334.02	0
1334.03	0
1334.04	0
1334.05	0
1334.06	0
1334.07	0
1334.08	0
1334.09	0
1334.1	0
1334.11	0
1334.12	0
1334.13	0
1334.14	0
1334.15	0
1334.16	0
1334.17	0
1334.18	0
1334.19	0
1334.2	0
1334.21	0
1334.22	0
1334.23	0
1334.24	0
1334.25	0
1334.26	0
1334.27	0
1334.28	0
1334.29	0
1334.3	0
1334.31	0
1334.32	0
1334.33	0
1334.34	0
1334.35	0
1334.36	0
1334.37	0
1334.38	0
1334.39	0
1334.4	0
1334.41	0
1334.42	0
1334.43	0
1334.44	0
1334.45	0
1334.46	0
1334.47	0
1334.48	0
1334.49	0
1334.5	0
1334.51	0
1334.52	0
1334.53	0
1334.54	0
1334.55	0
1334.56	0
1334.57	0
1334.58	0
1334.59	0
1334.6	0
1334.61	0
1334.62	0
1334.63	0
1334.64	0
1334.65	0
1334.66	0
1334.67	0
1334.68	0
1334.69	0
1334.7	0
1334.71	0
1334.72	0
1334.73	0
1334.74	0
1334.75	0
1334.76	0
1334.77	0
1334.78	0
1334.79	0
1334.8	0
1334.81	0
1334.82	0
1334.83	0
1334.84	0
1334.85	0
1334.86	0
1334.87	0
1334.88	0
1334.89	0
1334.9	0
1334.91	0
1334.92	0
1334.93	0
1334.94	0
1334.95	0
1334.96	0
1334.97	0
1334.98	0
1334.99	0
1335	0
1335.01	0
1335.02	0
1335.03	0
1335.04	0
1335.05	0
1335.06	0
1335.07	0
1335.08	0
1335.09	0
1335.1	0
1335.11	0
1335.12	0
1335.13	0
1335.14	0
1335.15	0
1335.16	0
1335.17	0
1335.18	0
1335.19	0
1335.2	0
1335.21	0
1335.22	0
1335.23	0
1335.24	0
1335.25	0
1335.26	0
1335.27	0
1335.28	0
1335.29	0
1335.3	0
1335.31	0
1335.32	0
1335.33	0
1335.34	0
1335.35	0
1335.36	0
1335.37	0
1335.38	0
1335.39	0
1335.4	0
1335.41	0
1335.42	0
1335.43	0
1335.44	0
1335.45	0
1335.46	0
1335.47	0
1335.48	0
1335.49	0
1335.5	0
1335.51	0
1335.52	0
1335.53	0
1335.54	0
1335.55	0
1335.56	0
1335.57	0
1335.58	0
1335.59	0
1335.6	0
1335.61	0
1335.62	0
1335.63	0
1335.64	0
1335.65	0
1335.66	0
1335.67	0
1335.68	0
1335.69	0
1335.7	0
1335.71	0
1335.72	0
1335.73	0
1335.74	0
1335.75	0
1335.76	0
1335.77	0
1335.78	0
1335.79	0
1335.8	0
1335.81	0
1335.82	0
1335.83	0
1335.84	0
1335.85	0
1335.86	0
1335.87	0
1335.88	0
1335.89	0
1335.9	0
1335.91	0
1335.92	0
1335.93	0
1335.94	0
1335.95	0
1335.96	0
1335.97	0
1335.98	0
1335.99	0
1336	0
1336.01	0
1336.02	0
1336.03	0
1336.04	0
1336.05	0
1336.06	0
1336.07	0
1336.08	0
1336.09	0
1336.1	0
1336.11	0
1336.12	0
1336.13	0
1336.14	0
1336.15	0
1336.16	0
1336.17	0
1336.18	0
1336.19	0
1336.2	0
1336.21	0
1336.22	0
1336.23	0
1336.24	0
1336.25	0
1336.26	0
1336.27	0
1336.28	0
1336.29	0
1336.3	0
1336.31	0
1336.32	0
1336.33	0
1336.34	0
1336.35	0
1336.36	0
1336.37	0
1336.38	0
1336.39	0
1336.4	0
1336.41	0
1336.42	0
1336.43	0
1336.44	0
1336.45	0
1336.46	0
1336.47	0
1336.48	0
1336.49	0
1336.5	0
1336.51	0
1336.52	0
1336.53	0
1336.54	0
1336.55	0
1336.56	0
1336.57	0
1336.58	0
1336.59	0
1336.6	0
1336.61	0
1336.62	0
1336.63	0
1336.64	0
1336.65	0
1336.66	0
1336.67	0
1336.68	0
1336.69	0
1336.7	0
1336.71	0
1336.72	0
1336.73	0
1336.74	0
1336.75	0
1336.76	0
1336.77	0
1336.78	0
1336.79	0
1336.8	0
1336.81	0
1336.82	0
1336.83	0
1336.84	0
1336.85	0
1336.86	0
1336.87	0
1336.88	0
1336.89	0
1336.9	0
1336.91	0
1336.92	0
1336.93	0
1336.94	0
1336.95	0
1336.96	0
1336.97	0
1336.98	0
1336.99	0
1337	0
1337.01	0
1337.02	0
1337.03	0
1337.04	0
1337.05	0
1337.06	0
1337.07	0
1337.08	0
1337.09	0
1337.1	0
1337.11	0
1337.12	0
1337.13	0
1337.14	0
1337.15	0
1337.16	0
1337.17	0
1337.18	0
1337.19	0
1337.2	0
1337.21	0
1337.22	0
1337.23	0
1337.24	0
1337.25	0
1337.26	0
1337.27	0
1337.28	0
1337.29	0
1337.3	0
1337.31	0
1337.32	0
1337.33	0
1337.34	0
1337.35	0
1337.36	0
1337.37	0
1337.38	0
1337.39	0
1337.4	0
1337.41	0
1337.42	0
1337.43	0
1337.44	0
1337.45	0
1337.46	0
1337.47	0
1337.48	0
1337.49	0
1337.5	0
1337.51	0
1337.52	0
1337.53	0
1337.54	0
1337.55	0
1337.56	0
1337.57	0
1337.58	0
1337.59	0
1337.6	0
1337.61	0
1337.62	0
1337.63	0
1337.64	0
1337.65	0
1337.66	0
1337.67	0
1337.68	0
1337.69	0
1337.7	0
1337.71	0
1337.72	0
1337.73	0
1337.74	0
1337.75	0
1337.76	0
1337.77	0
1337.78	0
1337.79	0
1337.8	0
1337.81	0
1337.82	0
1337.83	0
1337.84	0
1337.85	0
1337.86	0
1337.87	0
1337.88	0
1337.89	0
1337.9	0
1337.91	0
1337.92	0
1337.93	0
1337.94	0
1337.95	0
1337.96	0
1337.97	0
1337.98	0
1337.99	0
1338	0
1338.01	0
1338.02	0
1338.03	0
1338.04	0
1338.05	0
1338.06	0
1338.07	0
1338.08	0
1338.09	0
1338.1	0
1338.11	0
1338.12	0
1338.13	0
1338.14	0
1338.15	0
1338.16	0
1338.17	0
1338.18	0
1338.19	0
1338.2	0
1338.21	0
1338.22	0
1338.23	0
1338.24	0
1338.25	0
1338.26	0
1338.27	0
1338.28	0
1338.29	0
1338.3	0
1338.31	0
1338.32	0
1338.33	0
1338.34	0
1338.35	0
1338.36	0
1338.37	0
1338.38	0
1338.39	0
1338.4	0
1338.41	0
1338.42	0
1338.43	0
1338.44	0
1338.45	0
1338.46	0
1338.47	0
1338.48	0
1338.49	0
1338.5	0
1338.51	0
1338.52	0
1338.53	0
1338.54	0
1338.55	0
1338.56	0
1338.57	0
1338.58	0
1338.59	0
1338.6	0
1338.61	0
1338.62	0
1338.63	0
1338.64	0
1338.65	0
1338.66	0
1338.67	0
1338.68	0
1338.69	0
1338.7	0
1338.71	0
1338.72	0
1338.73	0
1338.74	0
1338.75	0
1338.76	0
1338.77	0
1338.78	0
1338.79	0
1338.8	0
1338.81	0
1338.82	0
1338.83	0
1338.84	0
1338.85	0
1338.86	0
1338.87	0
1338.88	0
1338.89	0
1338.9	0
1338.91	0
1338.92	0
1338.93	0
1338.94	0
1338.95	0
1338.96	0
1338.97	0
1338.98	0
1338.99	0
1339	0
1339.01	0
1339.02	0
1339.03	0
1339.04	0
1339.05	0
1339.06	0
1339.07	0
1339.08	0
1339.09	0
1339.1	0
1339.11	0
1339.12	0
1339.13	0
1339.14	0
1339.15	0
1339.16	0
1339.17	0
1339.18	0
1339.19	0
1339.2	0
1339.21	0
1339.22	0
1339.23	0
1339.24	0
1339.25	0
1339.26	0
1339.27	0
1339.28	0
1339.29	0
1339.3	0
1339.31	0
1339.32	0
1339.33	0
1339.34	0
1339.35	0
1339.36	0
1339.37	0
1339.38	0
1339.39	0
1339.4	0
1339.41	0
1339.42	0
1339.43	0
1339.44	0
1339.45	0
1339.46	0
1339.47	0
1339.48	0
1339.49	0
1339.5	0
1339.51	0
1339.52	0
1339.53	0
1339.54	0
1339.55	0
1339.56	0
1339.57	0
1339.58	0
1339.59	0
1339.6	0
1339.61	0
1339.62	0
1339.63	0
1339.64	0
1339.65	0
1339.66	0
1339.67	0
1339.68	0
1339.69	0
1339.7	0
1339.71	0
1339.72	0
1339.73	0
1339.74	0
1339.75	0
1339.76	0
1339.77	0
1339.78	0
1339.79	0
1339.8	0
1339.81	0
1339.82	0
1339.83	0
1339.84	0
1339.85	0
1339.86	0
1339.87	0
1339.88	0
1339.89	0
1339.9	0
1339.91	0
1339.92	0
1339.93	0
1339.94	0
1339.95	0
1339.96	0
1339.97	0
1339.98	0
1339.99	0
1340	0
1340.01	0
1340.02	0
1340.03	0
1340.04	0
1340.05	0
1340.06	0
1340.07	0
1340.08	0
1340.09	0
1340.1	0
1340.11	0
1340.12	0
1340.13	0
1340.14	0
1340.15	0
1340.16	0
1340.17	0
1340.18	0
1340.19	0
1340.2	0
1340.21	0
1340.22	0
1340.23	0
1340.24	0
1340.25	0
1340.26	0
1340.27	0
1340.28	0
1340.29	0
1340.3	0
1340.31	0
1340.32	0
1340.33	0
1340.34	0
1340.35	0
1340.36	0
1340.37	0
1340.38	0
1340.39	0
1340.4	0
1340.41	0
1340.42	0
1340.43	0
1340.44	0
1340.45	0
1340.46	0
1340.47	0
1340.48	0
1340.49	0
1340.5	0
1340.51	0
1340.52	0
1340.53	0
1340.54	0
1340.55	0
1340.56	0
1340.57	0
1340.58	0
1340.59	0
1340.6	0
1340.61	0
1340.62	0
1340.63	0
1340.64	0
1340.65	0
1340.66	0
1340.67	0
1340.68	0
1340.69	0
1340.7	0
1340.71	0
1340.72	0
1340.73	0
1340.74	0
1340.75	0
1340.76	0
1340.77	0
1340.78	0
1340.79	0
1340.8	0
1340.81	0
1340.82	0
1340.83	0
1340.84	0
1340.85	0
1340.86	0
1340.87	0
1340.88	0
1340.89	0
1340.9	0
1340.91	0
1340.92	0
1340.93	0
1340.94	0
1340.95	0
1340.96	0
1340.97	0
1340.98	0
1340.99	0
1341	0
1341.01	0
1341.02	0
1341.03	0
1341.04	0
1341.05	0
1341.06	0
1341.07	0
1341.08	0
1341.09	0
1341.1	0
1341.11	0
1341.12	0
1341.13	0
1341.14	0
1341.15	0
1341.16	0
1341.17	0
1341.18	0
1341.19	0
1341.2	0
1341.21	0
1341.22	0
1341.23	0
1341.24	0
1341.25	0
1341.26	0
1341.27	0
1341.28	0
1341.29	0
1341.3	0
1341.31	0
1341.32	0
1341.33	0
1341.34	0
1341.35	0
1341.36	0
1341.37	0
1341.38	0
1341.39	0
1341.4	0
1341.41	0
1341.42	0
1341.43	0
1341.44	0
1341.45	0
1341.46	0
1341.47	0
1341.48	0
1341.49	0
1341.5	0
1341.51	0
1341.52	0
1341.53	0
1341.54	0
1341.55	0
1341.56	0
1341.57	0
1341.58	0
1341.59	0
1341.6	0
1341.61	0
1341.62	0
1341.63	0
1341.64	0
1341.65	0
1341.66	0
1341.67	0
1341.68	0
1341.69	0
1341.7	0
1341.71	0
1341.72	0
1341.73	0
1341.74	0
1341.75	0
1341.76	0
1341.77	0
1341.78	0
1341.79	0
1341.8	0
1341.81	0
1341.82	0
1341.83	0
1341.84	0
1341.85	0
1341.86	0
1341.87	0
1341.88	0
1341.89	0
1341.9	0
1341.91	0
1341.92	0
1341.93	0
1341.94	0
1341.95	0
1341.96	0
1341.97	0
1341.98	0
1341.99	0
1342	0
1342.01	0
1342.02	0
1342.03	0
1342.04	0
1342.05	0
1342.06	0
1342.07	0
1342.08	0
1342.09	0
1342.1	0
1342.11	0
1342.12	0
1342.13	0
1342.14	0
1342.15	0
1342.16	0
1342.17	0
1342.18	0
1342.19	0
1342.2	0
1342.21	0
1342.22	0
1342.23	0
1342.24	0
1342.25	0
1342.26	0
1342.27	0
1342.28	0
1342.29	0
1342.3	0
1342.31	0
1342.32	0
1342.33	0
1342.34	0
1342.35	0
1342.36	0
1342.37	0
1342.38	0
1342.39	0
1342.4	0
1342.41	0
1342.42	0
1342.43	0
1342.44	0
1342.45	0
1342.46	0
1342.47	0
1342.48	0
1342.49	0
1342.5	0
1342.51	0
1342.52	0
1342.53	0
1342.54	0
1342.55	0
1342.56	0
1342.57	0
1342.58	0
1342.59	0
1342.6	0
1342.61	0
1342.62	0
1342.63	0
1342.64	0
1342.65	0
1342.66	0
1342.67	0
1342.68	0
1342.69	0
1342.7	0
1342.71	0
1342.72	0
1342.73	0
1342.74	0
1342.75	0
1342.76	0
1342.77	0
1342.78	0
1342.79	0
1342.8	0
1342.81	0
1342.82	0
1342.83	0
1342.84	0
1342.85	0
1342.86	0
1342.87	0
1342.88	0
1342.89	0
1342.9	0
1342.91	0
1342.92	0
1342.93	0
1342.94	0
1342.95	0
1342.96	0
1342.97	0
1342.98	0
1342.99	0
1343	0
1343.01	0
1343.02	0
1343.03	0
1343.04	0
1343.05	0
1343.06	0
1343.07	0
1343.08	0
1343.09	0
1343.1	0
1343.11	0
1343.12	0
1343.13	0
1343.14	0
1343.15	0
1343.16	0
1343.17	0
1343.18	0
1343.19	0
1343.2	0
1343.21	0
1343.22	0
1343.23	0
1343.24	0
1343.25	0
1343.26	0
1343.27	0
1343.28	0
1343.29	0
1343.3	0
1343.31	0
1343.32	0
1343.33	0
1343.34	0
1343.35	0
1343.36	0
1343.37	0
1343.38	0
1343.39	0
1343.4	0
1343.41	0
1343.42	0
1343.43	0
1343.44	0
1343.45	0
1343.46	0
1343.47	0
1343.48	0
1343.49	0
1343.5	0
1343.51	0
1343.52	0
1343.53	0
1343.54	0
1343.55	0
1343.56	0
1343.57	0
1343.58	0
1343.59	0
1343.6	0
1343.61	0
1343.62	0
1343.63	0
1343.64	0
1343.65	0
1343.66	0
1343.67	0
1343.68	0
1343.69	0
1343.7	0
1343.71	0
1343.72	0
1343.73	0
1343.74	0
1343.75	0
1343.76	0
1343.77	0
1343.78	0
1343.79	0
1343.8	0
1343.81	0
1343.82	0
1343.83	0
1343.84	0
1343.85	0
1343.86	0
1343.87	0
1343.88	0
1343.89	0
1343.9	0
1343.91	0
1343.92	0
1343.93	0
1343.94	0
1343.95	0
1343.96	0
1343.97	0
1343.98	0
1343.99	0
1344	0
1344.01	0
1344.02	0
1344.03	0
1344.04	0
1344.05	0
1344.06	0
1344.07	0
1344.08	0
1344.09	0
1344.1	0
1344.11	0
1344.12	0
1344.13	0
1344.14	0
1344.15	0
1344.16	0
1344.17	0
1344.18	0
1344.19	0
1344.2	0
1344.21	0
1344.22	0
1344.23	0
1344.24	0
1344.25	0
1344.26	0
1344.27	0
1344.28	0
1344.29	0
1344.3	0
1344.31	0
1344.32	0
1344.33	0
1344.34	0
1344.35	0
1344.36	0
1344.37	0
1344.38	0
1344.39	0
1344.4	0
1344.41	0
1344.42	0
1344.43	0
1344.44	0
1344.45	0
1344.46	0
1344.47	0
1344.48	0
1344.49	0
1344.5	0
1344.51	0
1344.52	0
1344.53	0
1344.54	0
1344.55	0
1344.56	0
1344.57	0
1344.58	0
1344.59	0
1344.6	0
1344.61	0
1344.62	0
1344.63	0
1344.64	0
1344.65	0
1344.66	0
1344.67	0
1344.68	0
1344.69	0
1344.7	0
1344.71	0
1344.72	0
1344.73	0
1344.74	0
1344.75	0
1344.76	0
1344.77	0
1344.78	0
1344.79	0
1344.8	0
1344.81	0
1344.82	0
1344.83	0
1344.84	0
1344.85	0
1344.86	0
1344.87	0
1344.88	0
1344.89	0
1344.9	0
1344.91	0
1344.92	0
1344.93	0
1344.94	0
1344.95	0
1344.96	0
1344.97	0
1344.98	0
1344.99	0
1345	0
1345.01	0
1345.02	0
1345.03	0
1345.04	0
1345.05	0
1345.06	0
1345.07	0
1345.08	0
1345.09	0
1345.1	0
1345.11	0
1345.12	0
1345.13	0
1345.14	0
1345.15	0
1345.16	0
1345.17	0
1345.18	0
1345.19	0
1345.2	0
1345.21	0
1345.22	0
1345.23	0
1345.24	0
1345.25	0
1345.26	0
1345.27	0
1345.28	0
1345.29	0
1345.3	0
1345.31	0
1345.32	0
1345.33	0
1345.34	0
1345.35	0
1345.36	0
1345.37	0
1345.38	0
1345.39	0
1345.4	0
1345.41	0
1345.42	0
1345.43	0
1345.44	0
1345.45	0
1345.46	0
1345.47	0
1345.48	0
1345.49	0
1345.5	0
1345.51	0
1345.52	0
1345.53	0
1345.54	0
1345.55	0
1345.56	0
1345.57	0
1345.58	0
1345.59	0
1345.6	0
1345.61	0
1345.62	0
1345.63	0
1345.64	0
1345.65	0
1345.66	0
1345.67	0
1345.68	0
1345.69	0
1345.7	0
1345.71	0
1345.72	0
1345.73	0
1345.74	0
1345.75	0
1345.76	0
1345.77	0
1345.78	0
1345.79	0
1345.8	0
1345.81	0
1345.82	0
1345.83	0
1345.84	0
1345.85	0
1345.86	0
1345.87	0
1345.88	0
1345.89	0
1345.9	0
1345.91	0
1345.92	0
1345.93	0
1345.94	0
1345.95	0
1345.96	0
1345.97	0
1345.98	0
1345.99	0
1346	0
1346.01	0
1346.02	0
1346.03	0
1346.04	0
1346.05	0
1346.06	0
1346.07	0
1346.08	0
1346.09	0
1346.1	0
1346.11	0
1346.12	0
1346.13	0
1346.14	0
1346.15	0
1346.16	0
1346.17	0
1346.18	0
1346.19	0
1346.2	0
1346.21	0
1346.22	0
1346.23	0
1346.24	0
1346.25	0
1346.26	0
1346.27	0
1346.28	0
1346.29	0
1346.3	0
1346.31	0
1346.32	0
1346.33	0
1346.34	0
1346.35	0
1346.36	0
1346.37	0
1346.38	0
1346.39	0
1346.4	0
1346.41	0
1346.42	0
1346.43	0
1346.44	0
1346.45	0
1346.46	0
1346.47	0
1346.48	0
1346.49	0
1346.5	0
1346.51	0
1346.52	0
1346.53	0
1346.54	0
1346.55	0
1346.56	0
1346.57	0
1346.58	0
1346.59	0
1346.6	0
1346.61	0
1346.62	0
1346.63	0
1346.64	0
1346.65	0
1346.66	0
1346.67	0
1346.68	0
1346.69	0
1346.7	0
1346.71	0
1346.72	0
1346.73	0
1346.74	0
1346.75	0
1346.76	0
1346.77	0
1346.78	0
1346.79	0
1346.8	0
1346.81	0
1346.82	0
1346.83	0
1346.84	0
1346.85	0
1346.86	0
1346.87	0
1346.88	0
1346.89	0
1346.9	0
1346.91	0
1346.92	0
1346.93	0
1346.94	0
1346.95	0
1346.96	0
1346.97	0
1346.98	0
1346.99	0
1347	0
1347.01	0
1347.02	0
1347.03	0
1347.04	0
1347.05	0
1347.06	0
1347.07	0
1347.08	0
1347.09	0
1347.1	0
1347.11	0
1347.12	0
1347.13	0
1347.14	0
1347.15	0
1347.16	0
1347.17	0
1347.18	0
1347.19	0
1347.2	0
1347.21	0
1347.22	0
1347.23	0
1347.24	0
1347.25	0
1347.26	0
1347.27	0
1347.28	0
1347.29	0
1347.3	0
1347.31	0
1347.32	0
1347.33	0
1347.34	0
1347.35	0
1347.36	0
1347.37	0
1347.38	0
1347.39	0
1347.4	0
1347.41	0
1347.42	0
1347.43	0
1347.44	0
1347.45	0
1347.46	0
1347.47	0
1347.48	0
1347.49	0
1347.5	0
1347.51	0
1347.52	0
1347.53	0
1347.54	0
1347.55	0
1347.56	0
1347.57	0
1347.58	0
1347.59	0
1347.6	0
1347.61	0
1347.62	0
1347.63	0
1347.64	0
1347.65	0
1347.66	0
1347.67	0
1347.68	0
1347.69	0
1347.7	0
1347.71	0
1347.72	0
1347.73	0
1347.74	0
1347.75	0
1347.76	0
1347.77	0
1347.78	0
1347.79	0
1347.8	0
1347.81	0
1347.82	0
1347.83	0
1347.84	0
1347.85	0
1347.86	0
1347.87	0
1347.88	0
1347.89	0
1347.9	0
1347.91	0
1347.92	0
1347.93	0
1347.94	0
1347.95	0
1347.96	0
1347.97	0
1347.98	0
1347.99	0
1348	0
1348.01	0
1348.02	0
1348.03	0
1348.04	0
1348.05	0
1348.06	0
1348.07	0
1348.08	0
1348.09	0
1348.1	0
1348.11	0
1348.12	0
1348.13	0
1348.14	0
1348.15	0
1348.16	0
1348.17	0
1348.18	0
1348.19	0
1348.2	0
1348.21	0
1348.22	0
1348.23	0
1348.24	0
1348.25	0
1348.26	0
1348.27	0
1348.28	0
1348.29	0
1348.3	0
1348.31	0
1348.32	0
1348.33	0
1348.34	0
1348.35	0
1348.36	0
1348.37	0
1348.38	0
1348.39	0
1348.4	0
1348.41	0
1348.42	0
1348.43	0
1348.44	0
1348.45	0
1348.46	0
1348.47	0
1348.48	0
1348.49	0
1348.5	0
1348.51	0
1348.52	0
1348.53	0
1348.54	0
1348.55	0
1348.56	0
1348.57	0
1348.58	0
1348.59	0
1348.6	0
1348.61	0
1348.62	0
1348.63	0
1348.64	0
1348.65	0
1348.66	0
1348.67	0
1348.68	0
1348.69	0
1348.7	0
1348.71	0
1348.72	0
1348.73	0
1348.74	0
1348.75	0
1348.76	0
1348.77	0
1348.78	0
1348.79	0
1348.8	0
1348.81	0
1348.82	0
1348.83	0
1348.84	0
1348.85	0
1348.86	0
1348.87	0
1348.88	0
1348.89	0
1348.9	0
1348.91	0
1348.92	0
1348.93	0
1348.94	0
1348.95	0
1348.96	0
1348.97	0
1348.98	0
1348.99	0
1349	0
1349.01	0
1349.02	0
1349.03	0
1349.04	0
1349.05	0
1349.06	0
1349.07	0
1349.08	0
1349.09	0
1349.1	0
1349.11	0
1349.12	0
1349.13	0
1349.14	0
1349.15	0
1349.16	0
1349.17	0
1349.18	0
1349.19	0
1349.2	0
1349.21	0
1349.22	0
1349.23	0
1349.24	0
1349.25	0
1349.26	0
1349.27	0
1349.28	0
1349.29	0
1349.3	0
1349.31	0
1349.32	0
1349.33	0
1349.34	0
1349.35	0
1349.36	0
1349.37	0
1349.38	0
1349.39	0
1349.4	0
1349.41	0
1349.42	0
1349.43	0
1349.44	0
1349.45	0
1349.46	0
1349.47	0
1349.48	0
1349.49	0
1349.5	0
1349.51	0
1349.52	0
1349.53	0
1349.54	0
1349.55	0
1349.56	0
1349.57	0
1349.58	0
1349.59	0
1349.6	0
1349.61	0
1349.62	0
1349.63	0
1349.64	0
1349.65	0
1349.66	0
1349.67	0
1349.68	0
1349.69	0
1349.7	0
1349.71	0
1349.72	0
1349.73	0
1349.74	0
1349.75	0
1349.76	0
1349.77	0
1349.78	0
1349.79	0
1349.8	0
1349.81	0
1349.82	0
1349.83	0
1349.84	0
1349.85	0
1349.86	0
1349.87	0
1349.88	0
1349.89	0
1349.9	0
1349.91	0
1349.92	0
1349.93	0
1349.94	0
1349.95	0
1349.96	0
1349.97	0
1349.98	0
1349.99	0
1350	0
1350.01	0
1350.02	0
1350.03	0
1350.04	0
1350.05	0
1350.06	0
1350.07	0
1350.08	0
1350.09	0
1350.1	0
1350.11	0
1350.12	0
1350.13	0
1350.14	0
1350.15	0
1350.16	0
1350.17	0
1350.18	0
1350.19	0
1350.2	0
1350.21	0
1350.22	0
1350.23	0
1350.24	0
1350.25	0
1350.26	0
1350.27	0
1350.28	0
1350.29	0
1350.3	0
1350.31	0
1350.32	0
1350.33	0
1350.34	0
1350.35	0
1350.36	0
1350.37	0
1350.38	0
1350.39	0
1350.4	0
1350.41	0
1350.42	0
1350.43	0
1350.44	0
1350.45	0
1350.46	0
1350.47	0
1350.48	0
1350.49	0
1350.5	0
1350.51	0
1350.52	0
1350.53	0
1350.54	0
1350.55	0
1350.56	0
1350.57	0
1350.58	0
1350.59	0
1350.6	0
1350.61	0
1350.62	0
1350.63	0
1350.64	0
1350.65	0
1350.66	0
